x,y,z
-147.406998,5.052345,5.503157
-148.662598,6.463278,5.505050
-149.982605,7.946799,5.507701
-151.378098,9.515240,5.511190
-152.864105,11.185290,5.515608
-154.453003,13.046280,5.519625
-156.045502,15.012870,5.523027
-157.516205,17.034740,5.525537
-158.865097,19.107000,5.527215
-160.092407,21.225380,5.528122
-161.198593,23.385759,5.528336
-162.182205,25.579981,5.527917
-163.045700,27.807280,5.526944
-163.788193,30.060289,5.525490
-164.410797,32.334579,5.523640
-164.913895,34.624260,5.521480
-165.299194,36.927872,5.519091
-165.566696,39.237511,5.516569
-165.718094,41.552189,5.514013
-165.753799,43.862652,5.511517
-165.675095,46.169529,5.509192
-165.483002,48.465721,5.507142
-165.178497,50.747841,5.505487
-164.762405,53.012329,5.504350
-164.236099,55.253052,5.503859
-163.599701,57.469269,5.504144
-162.854996,59.653549,5.505356
-162.002396,61.803509,5.508177
-161.043106,63.914028,5.513199
-159.977600,65.981979,5.520561
-158.807098,68.002289,5.530413
-157.532501,69.970863,5.542899
-156.154495,71.883827,5.558155
-154.675003,73.735573,5.576311
-153.094803,75.522240,5.597500
-151.414993,77.239502,5.621846
-149.637695,78.882233,5.649476
-147.763504,80.446800,5.680501
-145.793793,81.928810,5.715043
-144.342102,79.894096,5.666206
-141.727798,76.230026,5.578259
-139.115799,72.569199,5.490371
-137.664093,70.534477,5.441532
-139.066895,69.478928,5.410686
-140.398300,68.367432,5.383344
-141.658203,67.202820,5.359304
-142.845703,65.988747,5.338377
-143.961197,64.727348,5.320369
-145.004501,63.421509,5.305103
-145.974594,62.074680,5.292383
-146.872101,60.688469,5.282042
-147.695999,59.266289,5.273903
-148.445694,57.811279,5.267792
-149.120895,56.325630,5.263541
-149.720596,54.813492,5.260996
-150.244400,53.276970,5.260420
-150.691193,51.720940,5.262195
-151.061203,50.145271,5.266146
-151.353104,48.556412,5.272106
-151.566605,46.955521,5.279885
-151.701096,45.346310,5.289290
-151.755997,43.732620,5.300133
-151.730896,42.114651,5.312209
-151.625198,40.500210,5.325309
-151.438202,38.887390,5.339224
-151.169693,37.282372,5.353738
-150.818497,35.684601,5.368632
-150.384506,34.099812,5.383679
-149.866699,32.529381,5.398651
-149.264496,30.976139,5.413319
-148.575806,29.439989,5.427450
-147.801193,27.927410,5.440802
-146.938004,26.437510,5.453133
-145.984802,24.973419,5.464206
-144.940704,23.538130,5.473770
-143.803604,22.134001,5.481574
-142.585297,20.864540,5.487025
-141.007401,19.281380,5.491435
-139.524796,17.793550,5.494918
-138.124695,16.388750,5.497562
-136.790802,15.050360,5.499447
-135.511398,13.767150,5.500647
-134.270599,12.523010,5.501212
-133.054092,11.303920,5.501267
-131.850693,10.098760,5.501258
-130.642197,8.889361,5.501253
-129.416306,7.663496,5.501246
-128.157806,6.406118,5.501239
-126.855103,5.105863,5.501234
-125.488701,3.742833,5.501225
-124.052101,2.311346,5.501225
-122.523499,0.789000,5.501216
-120.891098,-0.835590,5.501213
-119.142502,-2.574748,5.501213
-119.142502,-2.574748,5.501213
-117.979103,-3.901150,5.501214
-116.933502,-5.312713,5.501209
-116.019997,-6.797903,5.501209
-115.243698,-8.356234,5.501209
-114.617401,-9.970882,5.501210
-114.146896,-11.633540,5.501205
-113.838402,-13.330380,5.501205
-113.695900,-15.043420,5.501205
-113.719597,-16.753969,5.501203
-113.907600,-18.453390,5.501203
-114.254097,-20.116920,5.501203
-114.752602,-21.737089,5.501200
-115.394203,-23.300591,5.501199
-116.169403,-24.798201,5.501199
-117.071297,-26.227440,5.501198
-118.090897,-27.581570,5.501198
-119.216499,-28.852739,5.501195
-120.225502,-29.908381,5.501194
-121.288597,-30.983250,5.501194
-122.433800,-32.142200,5.501196
-123.654999,-33.379101,5.501196
-124.943398,-34.684559,5.501194
-126.291397,-36.050900,5.501196
-127.694504,-37.473450,5.501198
-129.143295,-38.942341,5.501201
-130.631607,-40.451359,5.501200
-132.153397,-41.994110,5.501204
-133.700195,-43.561932,5.501209
-135.264999,-45.147518,5.501214
-136.842697,-46.745590,5.501215
-138.424103,-48.346581,5.501220
-140.003494,-49.944698,5.501225
-141.572601,-51.531231,5.501224
-143.127304,-53.102009,5.501231
-144.658005,-54.647072,5.501234
-146.158493,-56.159988,5.501239
-147.622101,-57.633881,5.501240
-149.040695,-59.060341,5.501243
-150.410706,-60.435539,5.501248
-151.720993,-61.748131,5.501250
-152.968307,-62.994621,5.501250
-154.145203,-64.167343,5.501250
-155.242599,-65.256821,5.501251
-156.744705,-66.741707,5.501253
-158.406204,-68.378563,5.501254
-160.209000,-70.149902,5.501252
-161.616699,-71.579910,5.501255
-163.085495,-73.070229,5.501251
-164.609497,-74.614723,5.501252
-166.181198,-76.206139,5.501250
-167.794495,-77.838203,5.501247
-169.441605,-79.503250,5.501247
-171.114197,-81.192993,5.501246
-172.807297,-82.902481,5.501246
-174.512497,-84.623390,5.501243
-176.223907,-86.349663,5.501244
-177.933197,-88.073181,5.501244
-179.633896,-89.787369,5.501240
-181.317596,-91.483887,5.501240
-182.978302,-93.156898,5.501240
-184.609100,-94.799217,5.501240
-186.203201,-96.404388,5.501237
-187.752304,-97.963989,5.501237
-189.249695,-99.471413,5.501236
-190.688293,-100.919502,5.501236
-192.061203,-102.301300,5.501233
-193.360504,-103.609100,5.501233
-194.579697,-104.836304,5.501233
-195.710999,-105.975304,5.501233
-196.748795,-107.020401,5.501230
-197.685593,-107.964203,5.501230
-198.510300,-108.795403,5.501230
-199.220505,-109.512001,5.501230
-199.804993,-110.102402,5.501229
-200.559998,-110.865799,5.501231
-201.406403,-111.721497,5.501230
-202.339996,-112.665199,5.501230
-203.357407,-113.693398,5.501226
-204.455704,-114.803299,5.501226
-205.628006,-115.987999,5.501225
-206.873093,-117.246101,5.501226
-208.184998,-118.571602,5.501225
-209.559799,-119.960602,5.501225
-210.993805,-121.409500,5.501224
-212.482300,-122.913399,5.501222
-214.021896,-124.468803,5.501223
-215.608002,-126.071198,5.501224
-217.237305,-127.717201,5.501218
-218.904205,-129.401093,5.501218
-220.606400,-131.120697,5.501218
-222.338303,-132.870407,5.501218
-224.096298,-134.646301,5.501215
-225.875900,-136.444107,5.501214
-227.673904,-138.260498,5.501214
-229.485397,-140.090500,5.501212
-231.306503,-141.930206,5.501212
-233.133408,-143.775803,5.501211
-234.961807,-145.623001,5.501208
-236.786194,-147.466095,5.501208
-238.605301,-149.303894,5.501208
-240.412094,-151.129196,5.501204
-242.204300,-152.940002,5.501204
-243.977905,-154.731903,5.501204
-245.727493,-156.499603,5.501206
-247.449005,-158.238998,5.501201
-249.139801,-159.947403,5.501201
-250.794601,-161.619400,5.501203
-252.409897,-163.251694,5.501198
-253.980896,-164.839294,5.501198
-255.502502,-166.376999,5.501198
-256.973602,-167.863800,5.501198
-258.388489,-169.294006,5.501196
-259.742096,-170.662201,5.501196
-261.032013,-171.966095,5.501194
-262.251495,-173.199097,5.501195
-263.398285,-174.358597,5.501191
-264.470001,-175.442505,5.501191
-265.457092,-176.440903,5.501191
-266.362793,-177.357193,5.501190
-267.179199,-178.183502,5.501191
-267.900085,-178.913300,5.501191
-268.522705,-179.544006,5.501191
-269.041107,-180.069504,5.501189
-269.960602,-181.001297,5.501189
-271.005188,-182.058304,5.501189
-272.161285,-183.227005,5.501188
-273.424286,-184.502808,5.501187
-274.779510,-185.870895,5.501187
-276.220795,-187.325302,5.501187
-277.737396,-188.855103,5.501184
-279.317596,-190.448502,5.501184
-280.953705,-192.097900,5.501184
-282.631104,-193.788605,5.501184
-284.345001,-195.515701,5.501180
-286.082397,-197.266296,5.501180
-287.833893,-199.030899,5.501178
-289.587494,-200.797501,5.501176
-291.335602,-202.558701,5.501175
-293.067505,-204.303406,5.501175
-294.771912,-206.020294,5.501176
-296.438812,-207.699707,5.501173
-298.058990,-209.332108,5.501173
-299.623291,-210.908203,5.501173
-301.119995,-212.416595,5.501169
-302.539795,-213.847702,5.501168
-303.868286,-215.187195,5.501169
-305.100800,-216.430206,5.501169
-306.222992,-217.562607,5.501169
-307.229492,-218.578995,5.501166
-308.109802,-219.468704,5.501167
-308.846588,-220.214294,5.501166
-310.246887,-221.642593,5.501166
-311.641815,-223.084900,5.501166
-313.029388,-224.538696,5.501162
-314.408112,-226.001694,5.501162
-315.776886,-227.472305,5.501163
-317.135895,-228.949997,5.501162
-318.486115,-230.435394,5.501160
-319.828796,-231.929199,5.501161
-321.157806,-233.423996,5.501159
-322.479706,-234.926804,5.501160
-323.789215,-236.430695,5.501156
-325.090912,-237.940796,5.501156
-326.375702,-239.445801,5.501155
-327.653687,-240.956802,5.501156
-328.919586,-242.467102,5.501153
-330.173492,-243.976395,5.501153
-331.415192,-245.483795,5.501153
-332.645294,-246.989395,5.501152
-333.859985,-248.488007,5.501151
-335.063385,-249.984207,5.501151
-336.254608,-251.476196,5.501148
-337.431305,-252.960800,5.501149
-338.595093,-254.439301,5.501148
-339.744995,-255.909805,5.501149
-340.769409,-257.233795,5.501144
-341.812286,-258.600708,5.501144
-342.871490,-260.007507,5.501144
-343.944000,-261.450012,5.501143
-345.032013,-262.930908,5.501142
-346.131012,-264.444092,5.501141
-347.239990,-265.988007,5.501140
-348.358185,-267.561401,5.501140
-349.480408,-269.156891,5.501139
-350.609100,-270.777710,5.501136
-351.741302,-272.419891,5.501136
-352.874786,-274.079987,5.501133
-354.007507,-275.754791,5.501134
-355.140015,-277.445404,5.501134
-356.268585,-279.146210,5.501133
-357.392395,-280.855896,5.501130
-358.508209,-282.569397,5.501131
-359.619110,-284.291992,5.501131
-360.716888,-286.010712,5.501126
-361.804688,-287.730591,5.501128
-362.879303,-289.446686,5.501127
-363.941986,-291.161499,5.501126
-364.986511,-292.864410,5.501123
-366.012604,-294.556213,5.501123
-367.018890,-296.233887,5.501123
-368.005615,-297.898407,5.501121
-368.971313,-299.547607,5.501121
-369.910492,-301.172607,5.501120
-370.818909,-302.808197,5.501120
