distance_integrated_m,speed_reconstructed_kmh,lap_time_s,distance_official_length_scaled_m,drs_on,kers_active,kers_bar_fraction_visual
57,283.18171261476,0.738671261475988,57.7902563369241,1,0,1
58,283.308831258828,0.751383125882768,58.8041204831859,1,0,1
59,283.435899197814,0.764089919781382,59.8179846294477,1,0,1
60,283.562838549013,0.776783854901269,60.8318487757095,1,0,1
61,283.689777900212,0.789477790021156,61.8457129219714,1,0,1
62,283.816693705986,0.802169370598591,62.8595770682332,1,0,1
63,283.943454269366,0.81484542693662,63.873441214495,1,0,1
64,284.070214832747,0.827521483274648,64.8873053607568,1,0,1
65,284.196975396127,0.840197539612676,65.9011695070187,1,0,1
66,284.323561928622,0.852856192862166,66.9150336532805,1,0,1
67,284.450144207103,0.865514420710267,67.9288977995423,1,0,1
68,284.576726485584,0.878172648558368,68.9427619458041,1,0,1
69,284.703163667486,0.890816366748595,69.956626092066,1,0,1
70,284.829568161868,0.903456816186798,70.9704902383278,1,0,1
71,284.95597265625,0.916097265625,71.9843543845896,1,0,1
72,285.082261614656,0.928726161465638,72.9982185308514,1,0,1
73,285.208488823633,0.941348882363254,74.0120826771133,1,0,1
74,285.334716032609,0.953971603260869,75.0259468233751,1,0,1
75,285.460857886905,0.966585788690476,76.0398109696369,1,0,1
76,285.586908307073,0.979190830707283,77.0536751158988,1,0,1
77,285.712958727241,0.991795872724089,78.0675392621606,1,0,1
78,285.838954589161,1.00439545891608,79.0814034084224,1,0,1
79,285.964828715035,1.0169828715035,80.0952675546842,1,0,1
80,286.090702840909,1.02957028409091,81.1091317009461,1,0,1
81,286.216553814595,1.0421553814595,82.1229958472079,1,0,1
82,286.342252138617,1.05472521386173,83.1368599934697,1,0,1
83,286.46795046264,1.06729504626397,84.1507241397315,1,0,1
84,286.593648786662,1.0798648786662,85.1645882859933,1,0,1
85,286.719180657252,1.09241806572524,86.1784524322552,1,0,1
86,286.844703669805,1.10497036698047,87.192316578517,1,0,1
87,286.970226682357,1.1175226682357,88.2061807247788,1,0,1
88,287.095616338788,1.13006163387883,89.2200448710407,1,0,1
89,287.220964528203,1.14259645282033,90.2339090173025,1,0,1
90,287.346312717618,1.15513127176184,91.2477731635643,1,0,1
91,287.471561239569,1.16765612395688,92.2616373098261,1,0,1
92,287.596735092142,1.18017350921419,93.275501456088,1,0,1
93,287.721908944715,1.19269089447149,94.2893656023498,1,0,1
94,287.847017404514,1.20520174045139,95.3032297486116,1,0,1
95,287.972017404514,1.21770174045139,96.3170938948734,1,0,1
96,288.097017404514,1.23020174045139,97.3309580411353,1,0,1
97,288.221986867198,1.24269868671983,98.3448221873971,1,0,1
98,288.346813496879,1.25518134968793,99.3586863336589,1,0,1
99,288.47164012656,1.26766401265603,100.372550479921,1,0,1
100,288.596466756241,1.28014667562413,101.386414626183,1,0,1
101,288.721125389543,1.29261253895429,102.400278772444,1,0,1
102,288.845779129155,1.30507791291551,103.414142918706,1,0,1
103,288.970432868767,1.31754328687673,104.428007064968,1,0,1
104,289.094955091632,1.32999550916321,105.44187121123,1,0,1
105,289.219436419433,1.34244364194329,106.455735357492,1,0,1
106,289.343917747234,1.35489177472337,107.469599503754,1,0,1
107,289.468304601174,1.3673304601174,108.483463650015,1,0,1
108,289.592613993439,1.37976139934392,109.497327796277,1,0,1
109,289.716923385704,1.39219233857044,110.511191942539,1,0,1
110,289.841175905172,1.40461759051724,111.525056088801,1,0,1
111,289.965313836207,1.41703138362069,112.538920235063,1,0,1
112,290.089451767241,1.42944517672414,113.552784381324,1,0,1
113,290.213570979683,1.44185709796832,114.566648527586,1,0,1
114,290.337537921832,1.4542537921832,115.580512673848,1,0,1
115,290.461504863981,1.46665048639807,116.59437682011,1,0,1
116,290.58547180613,1.47904718061295,117.608240966372,1,0,1
117,290.709288213549,1.49142882135488,118.622105112634,1,0,1
118,290.833084637208,1.50380846372077,119.635969258895,1,0,1
119,290.956881060867,1.51618810608666,120.649833405157,1,0,1
120,291.080566663805,1.52855666638049,121.663697551419,1,0,1
121,291.204193037431,1.54091930374313,122.677561697681,1,0,1
122,291.327819411058,1.55328194110577,123.691425843943,1,0,1
123,291.451375214335,1.56563752143347,124.705289990205,1,0,1
124,291.574832004458,1.57798320044582,125.719154136466,1,0,1
125,291.698288794582,1.59032887945816,126.733018282728,1,0,1
126,291.818614450316,1.60267168587015,127.74688242899,1,0,1
127,291.924294767357,1.61500105619159,128.760746575252,1,0,1
128,292.029975084398,1.62733042651304,129.774610721514,1,0,1
129,292.135655401438,1.63965979683448,130.788474867776,1,0,1
130,292.224838391112,1.65197737475562,131.802339014037,1,0,1
131,292.312814930701,1.66429409029814,132.816203160299,1,0,1
132,292.40079147029,1.67661080584066,133.830067306561,1,0,1
133,292.488709224156,1.68891929138184,134.843931452823,1,0,1
134,292.576599849156,1.70122397888184,135.857795599085,1,0,1
135,292.664490474156,1.71352866638184,136.871659745346,1,0,1
136,292.752343932927,1.72582815060976,137.885523891608,1,0,1
137,292.840148810976,1.73812083353658,138.89938803787,1,0,1
138,292.927953689024,1.75041351646341,139.913252184132,1,0,1
139,293.013776146055,1.76270418336887,140.927116330394,1,0,1
140,293.090535207889,1.77498563326226,141.940980476656,1,0,1
141,293.167294269723,1.78726708315565,142.954844622917,1,0,1
142,293.244053331557,1.79954853304904,143.968708769179,1,0,1
143,293.32075205049,1.8118203280784,144.982572915441,1,0,1
144,293.39744570196,1.82409131231359,145.996437061703,1,0,1
145,293.47413935343,1.83636229654879,147.010301207965,1,0,1
146,293.550789724351,1.84862635589613,148.024165354227,1,0,1
147,293.627418076841,1.86088689229459,149.038029500488,1,0,1
148,293.704046429332,1.87314742869306,150.05189364675,1,0,1
149,293.780648686729,1.88540378987665,151.065757793012,1,0,1
150,293.85721185134,1.89765389621438,152.079621939274,1,0,1
