distance_integrated_m,speed_reconstructed_kmh,lap_time_s,distance_official_length_scaled_m,drs_on,kers_active,kers_bar_fraction_visual
1360,288.481493308409,24.5975389293455,1378.85523891608,1,0,0.706521739130435
1361,288.559465163491,24.6100144261585,1379.86910306234,1,0,0.706521739130435
1362,288.637420988523,24.6224873581637,1380.88296720861,1,0,0.706521739130435
1363,288.715376813556,24.6349602901689,1381.89683135487,1,0,0.706521739130435
1364,288.793295137386,24.6474272219818,1382.91069550113,1,0,0.708404136408097
1365,288.871183497404,24.6598893595846,1383.92455964739,1,0,0.711790586843642
1366,288.949071857421,24.6723514971874,1384.93842379365,1,0,0.715177037279186
1367,289.030783133646,24.6848096387105,1385.95228793992,1,0,0.717391304347826
1368,289.11971593997,24.6972602315958,1386.96615208618,1,0,0.717391304347826
1369,289.208648746294,24.7097108244812,1387.98001623244,1,0,0.717391304347826
1370,289.297569837646,24.7221597772705,1388.9938803787,1,0,0.717391304347826
1371,289.386414852454,24.7345980793435,1390.00774452496,1,0,0.717391304347826
1372,289.475259867261,24.7470363814166,1391.02160867122,1,0,0.717391304347826
1373,289.564104882069,24.7594746834896,1392.03547281749,1,0,0.717391304347826
1374,289.652869501092,24.7719017301528,1393.04933696375,1,0,0.717391304347826
1375,289.741626897542,24.7843277656558,1394.06320111001,1,0,0.717391304347826
1376,289.830384293991,24.7967538011588,1395.07706525627,1,0,0.717391304347826
1377,289.931464496823,24.8091708579627,1396.09092940253,1,0,0.717391304347826
1378,290.037863196394,24.8215840395793,1397.1047935488,1,0,0.717391304347826
1379,290.144261895966,24.833997221196,1398.11865769506,1,0,0.717391304347826
1380,290.259025525138,24.8464025525138,1399.13252184132,1,0,0.717391304347826
1381,290.382992467286,24.8587992467286,1400.14638598758,1,0,0.717391304347826
1382,290.506959409435,24.8711959409435,1401.16025013384,1,0,0.717391304347826
1383,290.630883811898,24.8835883811898,1402.1741142801,1,0,0.717391304347826
1384,290.754680235557,24.8959680235557,1403.18797842637,1,0,0.717391304347826
1385,290.878476659216,24.9083476659216,1404.20184257263,1,0,0.717391304347826
1386,291.002269960508,24.9207269960508,1405.21570671889,1,0,0.717391304347826
1387,291.125896334135,24.9330896334135,1406.22957086515,1,0,0.717391304347826
1388,291.249522707761,24.9454522707761,1407.24343501141,1,0,0.717391304347826
1389,291.373149081387,24.9578149081387,1408.25729915768,1,0,0.717391304347826
1390,291.496642704047,24.9701642704047,1409.27116330394,1,0,0.717391304347826
1391,291.62009949417,24.982509949417,1410.2850274502,1,0,0.717391304347826
1392,291.743556284294,24.9948556284293,1411.29889159646,1,0,0.717391304347826
1393,291.866921275685,25.0071921275685,1412.31275574272,1,0,0.717391304347826
1394,291.990208946918,25.0195208946918,1413.32661988898,1,0,0.717391304347826
1395,292.113496618151,25.0318496618151,1414.34048403525,1,0,0.717391304347826
1396,292.236733968878,25.0441733968878,1415.35434818151,1,0,0.717391304347826
1397,292.359852983926,25.0564852983926,1416.36821232777,1,0,0.717391304347826
1398,292.482971998974,25.0687971998974,1417.38207647403,1,0,0.717391304347826
1399,292.606082692964,25.0811082692964,1418.39594062029,1,0,0.717391304347826
1400,292.729033512637,25.0934033512636,1419.40980476656,1,0,0.717391304347826
1401,292.851984332309,25.1056984332309,1420.42366891282,1,0,0.717391304347826
1402,292.974935151981,25.1179935151981,1421.43753305908,1,0,0.717391304347826
1403,293.097752430082,25.1302752430082,1422.45139720534,1,0,0.717391304347826
1404,293.220535513301,25.1425535513301,1423.4652613516,1,0,0.717391304347826
1405,293.343318596521,25.1548318596521,1424.47912549786,1,0,0.717391304347826
1406,293.466011622956,25.1671011622956,1425.49298964413,1,0,0.717391304347826
1407,293.588627426771,25.1793627426771,1426.50685379039,1,0,0.717391304347826
1408,293.711243230586,25.1916243230586,1427.52071793665,1,0,0.717391304347826
1409,293.833812967687,25.2038812967687,1428.53458208291,1,0,0.717391304347826
1410,293.956261947279,25.2161261947279,1429.54844622917,1,0,0.717391304347826
1411,294.078710926871,25.2283710926871,1430.56231037544,1,0,0.717391304347826
1412,294.201158330503,25.2406158330503,1431.5761745217,1,0,0.717391304347826
1413,294.323440939198,25.2528440939198,1432.59003866796,1,0,0.717391304347826
1414,294.445723547894,25.2650723547894,1433.60390281422,1,0,0.717391304347826
1415,294.56800615659,25.277300615659,1434.61776696048,1,0,0.717391304347826
1416,294.690166256784,25.2895166256784,1435.63163110675,1,0,0.717391304347826
1417,294.812282946065,25.3017282946065,1436.64549525301,1,0,0.717391304347826
1418,294.934399635346,25.3139399635346,1437.65935939927,1,0,0.717391304347826
1419,295.056439744241,25.3261439744241,1438.67322354553,1,0,0.717391304347826
1420,295.178390963753,25.3383390963753,1439.68708769179,1,0,0.717391304347826
1421,295.300342183266,25.3505342183265,1440.70095183805,1,0,0.717391304347826
1422,295.422263235792,25.3627263235792,1441.71481598432,1,0,0.717391304347826
1423,295.544049433356,25.3749049433356,1442.72868013058,1,0,0.717391304347826
1424,295.66583563092,25.387083563092,1443.74254427684,1,0,0.717391304347826
1425,295.787621828484,25.3992621828484,1444.7564084231,1,0,0.717391304347826
1426,295.89365610068,25.4114265450794,1445.77027256936,1,0,0.717391304347826
1427,295.997908236401,25.4235892942468,1446.78413671563,0,0,0.717391304347826
1428,296.102160372122,25.4357520434142,1447.79800086189,0,0,0.717391304347826
1429,296.195766320258,25.4479072848361,1448.81186500815,0,0,0.717391304347826
1430,296.282555134144,25.4600577187801,1449.82572915441,0,0,0.717391304347826
1431,296.36934394803,25.4722081527242,1450.83959330067,0,0,0.717391304347826
1432,296.456106209572,25.4843548693401,1451.85345744693,0,0,0.717391304347826
1433,296.542811411884,25.4964935976638,1452.8673215932,0,0,0.717391304347826
1434,296.629516614196,25.5086323259875,1453.88118573946,0,0,0.717391304347826
1435,296.71621995308,25.5207707934312,1454.89504988572,0,0,0.717391304347826
1436,296.802841704764,25.532897838667,1455.90891403198,0,0,0.717391304347826
1437,296.889463456448,25.5450248839028,1456.92277817824,0,0,0.717391304347826
1438,296.976085208133,25.5571519291386,1457.93664232451,0,0,0.717391304347826
1439,297.048730389865,25.5692714701758,1458.95050647077,0,0,0.717391304347826
1440,297.116045273934,25.5813881493081,1459.96437061703,0,0,0.717391304347826
1441,297.183360158003,25.5935048284405,1460.97823476329,0,0,0.717391304347826
1442,297.250653776885,25.6056176798393,1461.99209890955,0,0,0.717391304347826
1443,297.317918350876,25.6177253031577,1463.00596305581,0,0,0.717391304347826
1444,297.385182924867,25.6298329264761,1464.01982720208,0,0,0.717391304347826
1445,297.452441521969,25.6419394739544,1465.03369134834,0,0,0.717391304347826
1446,297.519655861028,25.6540380549851,1466.0475554946,0,0,0.717391304347826
1447,297.586870200087,25.6661366360157,1467.06141964086,0,0,0.717391304347826
1448,297.654084539146,25.6782352170463,1468.07528378712,0,0,0.717391304347826
1449,297.721258107898,25.6903264594216,1469.08914793339,0,0,0.717391304347826
1450,297.788422287003,25.7024160116604,1470.10301207965,0,0,0.717391304347826
1451,297.855586466107,25.7145055638992,1471.11687622591,0,0,0.717391304347826
1452,297.875350753366,25.7265921609853,1472.13074037217,0,0,0.717391304347826
1453,297.848498107261,25.7386758517324,1473.14460451843,0,0,0.717391304347826
1454,297.821645461157,25.7507595424794,1474.15846866469,0,0,0.717391304347826
1455,297.776542296707,25.7628457703293,1475.17233281096,0,0,0.717391304347826
1456,297.655574554772,25.7749425445228,1476.18619695722,0,0,0.717391304347826
1457,297.534606812836,25.7870393187164,1477.20006110348,0,0,0.717391304347826
1458,297.413639070901,25.7991360929099,1478.21392524974,0,0,0.717391304347826
1459,297.292526875841,25.8112473124159,1479.227789396,0,0,0.717391304347826
1460,297.171396324024,25.8233603675976,1480.24165354227,0,0,0.717391304347826
1461,297.050265772207,25.8354734227793,1481.25551768853,0,0,0.717391304347826
1462,295.653387947571,25.8476819309463,1482.26938183479,0,0,0.717391304347826
1463,293.351597666242,25.85995814578,1483.28324598105,0,0,0.717391304347826
1464,291.049807384912,25.8722343606138,1484.29711012731,0,0,0.717391304347826
1465,288.728280019687,25.884615839895,1485.31097427357,0,0,0.717391304347826
1466,286.366075295278,25.8972142650919,1486.32483841984,0,0,0.717391304347826
1467,284.003870570868,25.9098126902887,1487.3387025661,0,0,0.717391304347826
1468,281.686598995698,25.9224587562769,1488.35256671236,0,0,0.717391304347826
1469,279.620601865138,25.9353712383429,1489.36643085862,0,0,0.717391304347826
1470,277.554604734579,25.9482837204089,1490.38029500488,0,0,0.717391304347826
1471,275.485990455215,25.9612125596549,1491.39415915115,0,0,0.717391304347826
1472,273.371453010281,25.9744284186857,1492.40802329741,0,0,0.717391304347826
1473,271.256915565347,25.9876442777166,1493.42188744367,0,0,0.717391304347826
1474,269.140991729325,26.0008688016917,1494.43575158993,0,0,0.717391304347826
1475,266.97557819549,26.0144026362782,1495.44961573619,0,0,0.717391304347826
1476,264.810164661656,26.0279364708646,1496.46347988245,0,0,0.717391304347826
1477,262.640923728815,26.0414942266949,1497.47734402872,0,0,0.717391304347826
1478,260.422125577814,26.0553617151387,1498.49120817498,0,0,0.717391304347826
1479,258.203327426812,26.0692292035824,1499.50507232124,0,0,0.717391304347826
1480,255.974027646131,26.0831623272117,1500.5189364675,0,0,0.717391304347826
1481,253.699146129544,26.0973803366903,1501.53280061376,0,0,0.717391304347826
1482,251.424264612956,26.111598346169,1502.54666476003,0,0,0.717391304347826
1483,249.182529605265,26.1259498026316,1503.56052890629,0,0,0.717391304347826
1484,246.996294787451,26.140524701417,1504.57439305255,0,0,0.717391304347826
1485,244.810059969637,26.1550996002024,1505.58825719881,0,0,0.717391304347826
1486,242.589563537346,26.169902909751,1506.60212134507,0,0,0.717391304347826
1487,240.348899636931,26.1848406690871,1507.61598549133,0,0,0.717391304347826
1488,238.108235736516,26.1997784284232,1508.6298496376,0,0,0.717391304347826
1489,235.886472319721,26.2150760529674,1509.64371378386,0,0,0.717391304347826
1490,233.665668235484,26.2303919432036,1510.65757793012,0,0,0.717391304347826
1491,231.452946054928,26.2458360996077,1511.67144207638,0,0,0.717391304347826
1492,229.255910309505,26.261529212075,1512.68530622264,0,0,0.717391304347826
1493,227.058874564082,26.2772223245423,1513.69917036891,0,0,0.717391304347826
1494,224.818345956213,26.2932261003128,1514.71303451517,0,0,0.717391304347826
1495,222.566335232352,26.3093118911975,1515.72689866143,0,0,0.717391304347826
1496,220.347558779764,26.3255187786172,1516.74076280769,0,0,0.717391304347826
1497,218.204701636907,26.3420022951007,1517.75462695395,0,0,0.717391304347826
1498,216.061844494049,26.3584858115842,1518.76849110021,0,0,0.717391304347826
1499,213.873108993904,26.3753222385084,1519.78235524648,0,0,0.717391304347826
1500,211.677987042685,26.3922077919793,1520.79621939274,0,0,0.717391304347826
1501,209.499242219421,26.4093060622446,1521.810083539,0,0,0.717391304347826
1502,207.336300618844,26.4266095950492,1522.82394768526,0,0,0.717391304347826
1503,205.180648868112,26.4439945927657,1523.83781183152,0,0,0.717391304347826
1504,203.054664616144,26.4617111281988,1524.85167597779,0,0,0.717391304347826
1505,200.928680364175,26.4794276636319,1525.86554012405,0,0,0.717391304347826
1506,198.754374243953,26.4975468813004,1526.87940427031,0,0,0.717391304347826
1507,196.576954889114,26.5156920425907,1527.89326841657,0,0,0.717391304347826
1508,194.359854597109,26.5341678783574,1528.90713256283,0,0,0.717391304347826
1509,192.128449638432,26.5527629196797,1529.92099670909,0,0,0.717391304347826
1510,189.863918697036,26.571634010858,1530.93486085536,0,0,0.717391304347826
1511,187.575783103816,26.5907018074682,1531.94872500162,0,0,0.717391304347826
1512,185.306483869875,26.6100088359141,1532.96258914788,0,0,0.717391304347826
1513,183.057095116818,26.6295687381146,1533.97645329414,0,0,0.717391304347826
1514,180.82733219655,26.6493424345768,1534.9903174404,0,0,0.717391304347826
1515,178.622432419267,26.6693869780067,1536.00418158667,0,0,0.717391304347826
1516,176.392858804226,26.6896558290525,1537.01804573293,0,0,0.717391304347826
1517,174.132584831623,26.710203774258,1538.03190987919,0,0,0.717391304347826
1518,172.055787894277,26.7309912456191,1539.04577402545,0,0,0.717391304347826
1519,170.163264529791,26.7520192830023,1540.05963817171,0,0,0.717391304347826
1520,168.246485008951,26.7733168332339,1541.07350231797,0,0,0.717391304347826
1521,166.313310784608,26.7947965468377,1542.08736646424,0,0,0.717391304347826
1522,164.267888876183,26.8166274855139,1543.1012306105,0,0,0.717391304347826
1523,162.181887046357,26.838585399512,1544.11509475676,0,0,0.717391304347826
1524,159.946186718752,26.8610381328125,1545.12895890302,0,0,0.717391304347826
1525,157.688396634618,26.8836160336538,1546.14282304928,0,0,0.717391304347826
1526,155.380704326926,26.9066929567307,1547.15668719555,0,0,0.717391304347826
1527,153.048617598687,26.9300138240131,1548.17055134181,0,0,0.717391304347826
1528,150.680196546055,26.9536980345394,1549.18441548807,0,0,0.717391304347826
1529,148.266147804057,26.9778385219594,1550.19827963433,0,0,0.717391304347826
1530,145.854883064518,27.0022072580645,1551.21214378059,0,0,0.717391304347826
1531,143.732094302812,27.0271812434963,1552.22600792686,0,0,0.717391304347826
1532,141.767088615441,27.0523987340651,1553.23987207312,0,0,0.717391304347826
1533,139.982386065866,27.0778944847733,1554.25373621938,0,0,0.717391304347826
1534,138.165266708817,27.1038533327312,1555.26760036564,0,0,0.717391304347826
1535,136.234209010342,27.1300723873707,1556.2814645119,0,0,0.717391304347826
1536,134.10717799114,27.1566602751108,1557.29532865816,0,0,0.717391304347826
1537,131.936096066568,27.1837987991679,1558.30919280443,0,0,0.717391304347826
1538,129.845181351668,27.2112831235476,1559.32305695069,0,0,0.717391304347826
1539,127.893206138654,27.2391684837335,1560.33692109695,0,0,0.717391304347826
1540,126.175307464457,27.2675782089257,1561.35078524321,0,0,0.717391304347826
1541,124.451158816427,27.2963140197262,1562.36464938947,0,0,0.717391304347826
1542,122.804876841245,27.3253780789689,1563.37851353574,0,0,0.717391304347826
1543,121.626480769232,27.3548379807692,1564.392377682,0,0,0.717391304347826
1544,120.435455638475,27.3846136090381,1565.40624182826,0,0,0.717391304347826
1545,119.162887295083,27.4146580601093,1566.42010597452,0,0,0.717391304347826
1546,117.775170405984,27.4449965918803,1567.43397012078,0,0,0.717391304347826
1547,116.236708867523,27.4757658226495,1568.44783426704,0,0,0.717391304347826
1548,114.675608152175,27.5069878369565,1569.46169841331,0,0,0.717391304347826
1549,113.276996024736,27.5385750993816,1570.47556255957,0,0,0.717391304347826
1550,111.999246863801,27.570518828405,1571.48942670583,0,0,0.717391304347826
1551,110.719186335758,27.6028089618355,1572.50329085209,0,0,0.717391304347826
1552,109.574252214904,27.6355213652885,1573.51715499835,0,0,0.717391304347826
1553,108.558427964156,27.6685524011948,1574.53101914462,0,0,0.717391304347826
1554,107.558707829927,27.7018764056691,1575.54488329088,0,0,0.717391304347826
1555,106.700543855535,27.7354728072232,1576.55874743714,0,0,0.717391304347826
1556,106.023799385634,27.7693100307183,1577.5726115834,0,0,0.717391304347826
1557,105.328513280134,27.8033594687946,1578.58647572966,0,0,0.717391304347826
1558,104.47096206527,27.8376615173892,1579.60033987592,0,0,0.717391304347826
1559,103.445635476879,27.8723121507707,1580.61420402219,0,0,0.717391304347826
1560,102.395876827486,27.9073041057505,1581.62806816845,0,0,0.717391304347826
1561,101.335473002959,27.9426508999014,1582.64193231471,0,0,0.717391304347826
1562,100.264041541917,27.9783652819361,1583.65579646097,0,0,0.717391304347826
1563,99.2511607142862,28.0144535714286,1584.66966060723,0,0,0.717391304347826
1564,98.3922400712834,28.0508879964358,1585.6835247535,0,0,0.717391304347826
1565,97.6578847535938,28.0876057623203,1586.69738889976,0,0,0.717391304347826
1566,96.8767319761417,28.1246089341286,1587.71125304602,0,0,0.717391304347826
1567,95.7558504464293,28.1619716517857,1588.72511719228,0,0,0.717391304347826
1568,94.6213966649168,28.1997867778361,1589.73898133854,0,0,0.717391304347826
1569,93.8492877258241,28.2380356137088,1590.7528454848,0,0,0.717391304347826
1570,93.4401601228635,28.2764839877136,1591.76670963107,0,0,0.717391304347826
1571,93.0540663894852,28.3150933610515,1592.78057377733,0,0,0.717391304347826
1572,92.3312956263503,28.3539352186825,1593.79443792359,0,0,0.717391304347826
1573,91.548126089325,28.3930936955337,1594.80830206985,0,0,0.717391304347826
1574,90.9189289538718,28.4325714030752,1595.82216621611,0,0,0.717391304347826
1575,90.4823287803534,28.4722671219647,1596.83603036238,0,0,0.717391304347826
1576,90.0835807926831,28.5121419207317,1597.84989450864,0,0,0.717391304347826
1577,89.6830622216037,28.5521937778396,1598.8637586549,0,0,0.717391304347826
1578,89.2807493008951,28.5924250699105,1599.87762280116,0,0,0.717391304347826
1579,88.5525081552312,28.6328745922384,1600.89148694742,0,0,0.717391304347826
1580,87.4015599373584,28.6737813354214,1601.90535109368,0,0,0.717391304347826
1581,86.1572397517328,28.7152586749422,1602.91921523995,0,0,0.717391304347826
1582,85.6333215326343,28.7571678467366,1603.93307938621,0,0,0.717391304347826
1583,85.2119319379393,28.7993068062061,1604.94694353247,0,0,0.717391304347826
1584,84.5458631306092,28.8416930539049,1605.96080767873,0,0,0.717391304347826
1585,83.6281778210002,28.8845183683533,1606.97467182499,0,0,0.717391304347826
1586,82.7003202989606,28.9278183860485,1607.98853597126,0,0,0.717391304347826
1587,82.2062445940815,28.9714997116843,1609.00240011752,0,0,0.717391304347826
1588,83.0231807330823,29.0150696390977,1610.01626426378,0,0,0.717391304347826
1589,83.8322133941874,29.05821804769,1611.03012841004,0,0,0.717391304347826
1590,84.6335527141798,29.1009561447563,1612.0439925563,0,0,0.717391304347826
1591,83.3704893839728,29.1437787230861,1613.05785670256,0,0,0.717391304347826
1592,80.2922390160908,29.1877537283416,1614.07172084883,0,0,0.717391304347826
1593,78.4165428890314,29.233281903699,1615.08558499509,0,0,0.717391304347826
1594,78.5870027104589,29.2792002710459,1616.09944914135,0,0,0.717391304347826
1595,79.1304401695972,29.3248480056532,1617.11331328761,0,0,0.717391304347826
1596,80.4829583849002,29.3699319461633,1618.12717743387,0,0,0.717391304347826
1597,81.6759710012205,29.414298550061,1619.14104158014,0,0,0.717391304347826
1598,82.3764685983007,29.4581468598301,1620.1549057264,0,0,0.717391304347826
1599,82.8123310688403,29.501733106884,1621.16876987266,0,0,0.717391304347826
1600,83.4906717625892,29.5450335881295,1622.18263401892,0,0,0.717391304347826
1601,84.3487176365788,29.5879358818289,1623.19649816518,0,0,0.717391304347826
1602,85.1981414705875,29.6304070735294,1624.21036231144,0,0,0.709264382193097
1603,86.0391844405587,29.6724592220279,1625.22422645771,0,0,0.706521739130435
1604,86.8720788106229,29.7141039405311,1626.23809060397,0,0,0.706521739130435
1605,87.3493235378437,29.7554323537844,1627.25195475023,0,0,0.706521739130435
1606,87.7605138413239,29.7965513841324,1628.26581889649,0,0,0.706521739130435
1607,88.5387290011345,29.8374364500567,1629.27968304275,0,0,0.706521739130435
1608,89.7199892096404,29.8778329736547,1630.29354718902,0,0,0.706521739130435
1609,90.9157415652644,29.9176913855088,1631.30741133528,0,0,0.706521739130435
1610,92.0958846888635,29.9570294896288,1632.32127548154,0,0,0.706521739130435
1611,93.2610241109903,29.9958674703663,1633.3351396278,0,0,0.706521739130435
1612,94.4117344414885,30.0342244813829,1634.34900377406,0,0,0.706521739130435
1613,95.5485613182764,30.0721187106092,1635.36286792032,0,0,0.706521739130435
1614,96.67202321058,30.1095674403527,1636.37673206659,0,0,0.706521739130435
1615,97.7826130891384,30.1465871029713,1637.39059621285,0,0,0.706521739130435
1616,98.8807999746953,30.1831933324898,1638.40446035911,0,0,0.706521739130435
1617,99.967030374999,30.2194010125,1639.41832450537,0,0,0.706521739130435
1618,101.041729619564,30.2552243206521,1640.43218865163,0,0,0.706521739130435
1619,102.105303100585,30.2906767700195,1641.4460527979,0,0,0.706521739130435
1620,103.262548677883,30.3257509735577,1642.45991694416,0,0,0.706521739130435
1621,104.993317908652,30.360366358173,1643.47378109042,0,0,0.706521739130435
1622,106.691557193395,30.3943311438679,1644.48764523668,0,0,0.715714984746712
1623,108.092159870249,30.4278039967562,1645.50150938294,0,0,0.717391304347826
1624,109.212665178571,30.460922172619,1646.5153735292,0,0,0.717391304347826
1625,110.197310122282,30.4937436707427,1647.52923767547,0,0,0.717391304347826
1626,111.231163237924,30.5262790809481,1648.54310182173,0,0,0.717391304347826
1627,112.519177549194,30.5584794387298,1649.55696596799,0,0,0.717391304347826
1628,113.790159171074,30.5902539792769,1650.57083011425,0,0,0.717391304347826
1629,115.153624999998,30.6216916666666,1651.58469426051,0,0,0.717391304347826
1630,116.613718482904,30.6527743696581,1652.59855840678,0,0,0.717391304347826
1631,118.149622373948,30.683492447479,1653.61242255304,0,0,0.717391304347826
1632,119.662227415965,30.7137445483193,1654.6262866993,0,0,0.717391304347826
1633,121.155413739668,30.7436082747934,1655.64015084556,0,0,0.717391304347826
1634,122.632561483739,30.7731512296748,1656.65401499182,0,0,0.717391304347826
1635,124.094440499999,30.80238881,1657.66787913809,0,0,0.717391304347826
1636,125.534440499999,30.83118881,1658.68174328435,0,0,0.717391304347826
1637,126.959094980314,30.8596818996063,1659.69560743061,0,0,0.717391304347826
1638,128.370581879844,30.8879116375969,1660.70947157687,0,0,0.717391304347826
1639,129.765930717053,30.9158186143411,1661.72333572313,0,0,0.717391304347826
1640,131.143550095418,30.9433710019084,1662.73719986939,0,0,0.717391304347826
1641,132.509812499999,30.97069625,1663.75106401566,0,0,0.717391304347826
1642,133.863195958645,30.9977639191729,1664.76492816192,0,0,0.717391304347826
1643,135.317923500554,31.0244622454646,1665.77879230818,0,0,0.717391304347826
1644,136.826245087335,31.0509374181222,1666.79265645444,0,0,0.717391304347826
1645,138.398297489082,31.0771382914847,1667.8065206007,0,0,0.717391304347826
1646,139.946824570814,31.1029470761802,1668.82038474696,0,0,0.717391304347826
1647,141.483587025315,31.1285597837553,1669.83424889323,0,0,0.717391304347826
1648,143.002574367087,31.1538762394514,1670.84811303949,0,0,0.717391304347826
1649,144.502946576762,31.178882442946,1671.86197718575,0,0,0.717391304347826
1650,145.961368703198,31.203727374064,1672.87584133201,0,0,0.717391304347826
1651,147.186692052415,31.2282338410483,1673.88970547827,1,0,0.717391304347826
1652,148.284011103633,31.2526002775908,1674.90356962454,1,0,0.717391304347826
1653,149.253055518169,31.2768263879542,1675.9174337708,1,0,0.717391304347826
1654,150.213342543275,31.3008335635819,1676.93129791706,1,0,0.717391304347826
1655,151.21253330592,31.3247506661184,1677.94516206332,1,0,0.717391304347826
1656,152.396743832235,31.3484348766447,1678.95902620958,1,0,0.717391304347826
1657,153.573409496752,31.371968189935,1679.97289035585,1,0,0.717391304347826
1658,154.742240665583,31.3953448133117,1680.98675450211,1,0,0.717391304347826
1659,155.899391426281,31.4184878285256,1682.00061864837,1,0,0.717391304347826
1660,157.052563686708,31.4415512737342,1683.01448279463,1,0,0.717391304347826
1661,158.191804193037,31.4643360838607,1684.02834694089,1,0,0.717391304347826
1662,159.326906640624,31.4870381328125,1685.04221108715,1,0,0.717391304347826
1663,160.451906640624,31.5095381328125,1686.05607523342,1,0,0.717391304347826
1664,161.342716816212,31.5319238938737,1687.06993937968,1,0,0.714286985360408
1665,162.011033647895,31.5542011215965,1688.08380352594,1,0,0.708233390870516
1666,162.67581718366,31.5763605727887,1689.0976676722,1,0,0.706521739130435
1667,163.339207847051,31.5984735949017,1690.11153181846,1,0,0.706521739130435
1668,164.197099634368,31.6204274908592,1691.12539596473,1,0,0.706521739130435
1669,165.092199171686,31.6423439834337,1692.13926011099,1,0,0.706521739130435
1670,166.176536521083,31.6640307304217,1693.15312425725,1,0,0.706521739130435
1671,167.257768229166,31.6856553645833,1694.16698840351,1,0,0.706521739130435
1672,168.329196800594,31.7070839360119,1695.18085254977,1,0,0.706521739130435
1673,169.317102767962,31.728427569199,1696.19471669603,1,0,0.706521739130435
1674,170.165159305064,31.7496289826266,1697.2085808423,1,0,0.706521739130435
1675,171.009358518086,31.7707339629521,1698.22244498856,1,0,0.706521739130435
1676,171.849498541423,31.7917374635356,1699.23630913482,1,0,0.706521739130435
1677,172.745591194741,31.812624248772,1700.25017328108,1,0,0.706521739130435
1678,173.681736817393,31.833427484831,1701.26403742734,1,0,0.706521739130435
1679,174.678886071428,31.8540777214286,1702.27790157361,1,0,0.706521739130435
1680,175.707457499999,31.87464915,1703.29176571987,1,0,0.706521739130435
1681,176.727712217513,31.8950542443503,1704.30562986613,1,0,0.706521739130435
1682,177.744661370056,31.9153932274011,1705.31949401239,1,0,0.706521739130435
1683,178.603154642058,31.9355788660514,1706.33335815865,1,0,0.706521739130435
1684,179.408523769574,31.9557130942394,1707.34722230491,1,0,0.706521739130435
1685,180.208448170731,31.9757112042683,1708.36108645118,1,0,0.706521739130435
1686,181.006674334811,31.9956668583703,1709.37495059744,1,0,0.706521739130435
1687,181.724779025831,32.0154936864523,1710.3888147437,1,0,0.706521739130435
1688,182.417276964825,32.0352793418521,1711.40267888996,1,0,0.706521739130435
1689,183.033968545305,32.0549656181768,1712.41654303622,1,0,0.706521739130435
1690,183.62348819596,32.0746162731987,1713.43040718249,1,0,0.706521739130435
1691,184.210320159978,32.0941773386659,1714.44427132875,1,0,0.706521739130435
1692,184.796003457158,32.1137001152386,1715.45813547501,1,0,0.706521739130435
1693,185.505081001076,32.1331270250269,1716.47199962127,1,0,0.706521739130435
1694,186.280107911733,32.1525026977933,1717.48586376753,1,0,0.706521739130435
1695,187.051248932764,32.1717812233191,1718.49972791379,1,0,0.706521739130435
1696,187.819658751334,32.1909914687833,1719.51359206006,1,0,0.706521739130435
1697,188.536774510452,32.2101221288701,1720.52745620632,1,0,0.706521739130435
1698,189.203617590632,32.2291747883038,1721.54132035258,1,0,0.706521739130435
1699,189.830299881703,32.2481766627234,1722.55518449884,1,0,0.706521739130435
1700,190.398123225552,32.2671041075184,1723.5690486451,1,0,0.706521739130435
1701,190.964906152037,32.2859968717346,1724.58291279137,1,0,0.706521739130435
1702,191.529169474921,32.304805649164,1725.59677693763,1,0,0.706521739130435
1703,192.092850661994,32.3235950220664,1726.61064108389,1,0,0.706521739130435
1704,192.653598325545,32.3422866108515,1727.62450523015,1,0,0.706521739130435
1705,193.214257159442,32.3609752386481,1728.63836937641,1,0,0.706521739130435
1706,193.771532701238,32.3795510900413,1729.65223352267,1,0,0.706521739130435
1707,194.328808243034,32.3981269414345,1730.66609766894,1,0,0.706521739130435
1708,194.963463438862,32.416598955396,1731.6799618152,1,0,0.706521739130435
1709,195.609451647013,32.4350557613432,1732.69382596146,1,0,0.706521739130435
1710,196.31639903357,32.4534099758393,1733.70769010772,1,0,0.706521739130435
1711,197.048850712106,32.4717212678026,1734.72155425398,1,0,0.706521739130435
1712,197.778224268415,32.4899556067104,1735.73541840025,1,0,0.706521739130435
1713,198.504763118062,32.5081190779515,1736.74928254651,1,0,0.706521739130435
1714,199.172259706914,32.5262419902304,1737.76314669277,1,0,0.706521739130435
1715,199.713341871242,32.5442780623747,1738.77701083903,1,0,0.706521739130435
1716,200.25409879233,32.5623032930777,1739.79087498529,1,0,0.706521739130435
1717,200.791947397908,32.5802315799303,1740.80473913155,1,0,0.706521739130435
1718,201.329796003486,32.5981598667829,1741.81860327782,1,0,0.706521739130435
1719,201.864866522277,32.6159955507426,1742.83246742408,1,0,0.706521739130435
1720,202.399519987624,32.6338173329208,1743.84633157034,1,0,0.706521739130435
1721,202.932199987697,32.6515733329232,1744.8601957166,1,0,0.706521739130435
1722,203.463696050689,32.6692898683563,1745.87405986286,1,0,0.706521739130435
1723,203.994046171722,32.6869682057241,1746.88792400913,1,0,0.706521739130435
1724,204.522421905577,32.7045807301859,1747.90178815539,1,0,0.706521739130435
1725,205.01488394137,32.7221868466886,1748.91565230165,1,0,0.706521739130435
