x,y,z
-550.601013,-38.332031,5.501192
-550.376526,-36.320179,5.501192
-550.154602,-34.331928,5.501192
-549.934509,-32.359131,5.501195
-549.716370,-30.404400,5.501195
-549.500183,-28.466749,5.501195
-549.285828,-26.545271,5.501198
-549.073120,-24.638990,5.501198
-548.861816,-22.745070,5.501199
-548.651611,-20.862499,5.501203
-548.443420,-18.996050,5.501203
-548.235779,-17.137119,5.501203
-548.029419,-15.288570,5.501205
-547.823975,-13.449440,5.501205
-547.619202,-11.616790,5.501206
-547.416016,-9.797523,5.501210
-547.212524,-7.976936,5.501209
-547.009583,-6.163899,5.501209
-546.807312,-4.353470,5.501214
-546.605225,-2.548656,5.501213
-546.403015,-0.742546,5.501213
-546.201416,1.057861,5.501212
-545.999512,2.859518,5.501215
-545.797424,4.663378,5.501216
-545.594910,6.468421,5.501216
-545.392273,8.273618,5.501217
-545.188477,10.087850,5.501217
-544.984924,11.900260,5.501220
-544.779724,13.725550,5.501220
-544.574829,15.547060,5.501220
-544.368225,17.383360,5.501224
-544.160522,19.227600,5.501224
-543.951599,21.080730,5.501224
-543.741516,22.943720,5.501227
-543.530273,24.815630,5.501227
-543.316772,26.705080,5.501227
-543.102417,28.601620,5.501231
-542.885681,30.517521,5.501230
-542.667175,32.448101,5.501231
-542.447327,34.390671,5.501235
-542.224426,36.357201,5.501234
-541.999695,38.337681,5.501234
-541.773071,40.333130,5.501238
-541.543884,42.351761,5.501238
-541.311890,44.392681,5.501238
-541.077026,46.456791,5.501241
-540.839478,48.543320,5.501241
-540.599426,50.649799,5.501240
-540.356323,52.782452,5.501242
-540.109497,54.945492,5.501245
-539.860107,57.129810,5.501249
-539.606628,59.347961,5.501249
-539.351013,61.583080,5.501248
-539.090881,63.857059,5.501251
-538.826721,66.164337,5.501252
-538.559509,68.496536,5.501252
-538.348572,70.286209,5.501253
-538.118591,72.144691,5.501256
-537.870728,74.064140,5.501254
-537.607178,76.029587,5.501256
-537.326599,78.053864,5.501258
-537.031311,80.121773,5.501259
-536.722229,82.227142,5.501260
-536.400208,84.364319,5.501263
-536.066406,86.527008,5.501263
-535.721924,88.709183,5.501261
-535.367371,90.904510,5.501266
-535.003113,93.114799,5.501266
-534.632874,95.314278,5.501270
-534.254700,97.516533,5.501270
-533.872314,99.699142,5.501270
-533.482788,101.876198,5.501272
-533.090881,104.021500,5.501272
-532.695679,106.140999,5.501272
-532.298828,108.224800,5.501276
-531.900818,110.266701,5.501277
-531.503906,112.255798,5.501276
-531.106995,114.196098,5.501278
-530.711975,116.076797,5.501279
-530.318481,117.897102,5.501280
-529.927185,119.652603,5.501284
-529.544495,121.312202,5.501284
-529.160889,122.913498,5.501284
-528.785278,124.442497,5.501287
-528.379395,126.079399,5.501287
-527.943481,127.824303,5.501287
-527.484619,129.649399,5.501286
-527.002808,131.555893,5.501288
-526.500122,133.535294,5.501291
-525.980225,135.574707,5.501291
-525.443176,137.673706,5.501290
-524.893494,139.815598,5.501295
-524.332397,141.995499,5.501296
-523.761475,144.207901,5.501293
-523.183899,146.441101,5.501297
-522.604187,148.678101,5.501298
-522.021484,150.921906,5.501302
-521.440308,153.156097,5.501300
-520.862976,155.371597,5.501300
-520.288879,157.571503,5.501304
-519.723572,159.734497,5.501305
-519.169617,161.851303,5.501305
-518.626099,163.925293,5.501307
-518.098328,165.936600,5.501308
-517.591003,167.867203,5.501307
-517.099182,169.736694,5.501310
-516.628479,171.524506,5.501312
-516.184387,173.208694,5.501312
-515.768188,174.784897,5.501315
-515.382812,176.243103,5.501315
-515.024475,177.596603,5.501316
-514.054016,180.482101,5.501319
-512.754211,183.175003,5.501318
-511.185303,185.646500,5.501319
-509.385315,187.904099,5.501323
-507.377594,189.956894,5.501323
-505.199493,191.790894,5.501324
-502.869812,193.404907,5.501323
-500.408905,194.789993,5.501325
-497.820587,195.939499,5.501326
-495.117493,196.833496,5.501326
-492.327087,197.443604,5.501325
-489.429504,197.743500,5.501326
-486.473999,197.686798,5.501326
-483.483398,197.227203,5.501326
-481.202087,196.709793,5.501326
-478.987488,196.206696,5.501326
-476.834595,195.716797,5.501326
-474.737305,195.238693,5.501326
-472.690399,194.771301,5.501325
-470.690308,194.313705,5.501323
-468.726196,193.863602,5.501323
-466.797913,193.420898,5.501323
-464.899597,192.984406,5.501323
-463.024414,192.552505,5.501324
-461.167297,192.124100,5.501324
-459.323212,191.697998,5.501323
-457.487396,191.273300,5.501323
-455.653687,190.848602,5.501323
-453.816986,190.422699,5.501323
-451.970703,189.994095,5.501322
-450.113892,189.562698,5.501323
-448.233795,189.125702,5.501323
-446.331787,188.683197,5.501323
-444.397308,188.233093,5.501323
-442.433899,187.776001,5.501321
-440.423889,187.308105,5.501323
-438.368805,186.829697,5.501322
